event,time,magnitude,e_magnitude,upperlimit,band,system,instrument,telescope,source
GW170817,57987.879,25.18,0.11,F,F336W,AB,WFC3_UVIS,HST,2017arXiv171005436K
GW170817,57987.969,20.39,0.03,F,r,AB,FORS,VLT,2017ApJ...848L..27T
GW170817,57987.9714,19.08,0.12,F,z,AB,LDSS,Magellan,2017Sci...358.1570D
GW170817,57987.974538,18.833124743499997,0.17980536084499998,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57987.9769536,19.1747243524,0.10596472572660001,F,z,AB,DECam,,2017ApJ...848L..17C
GW170817,57987.97936340001,19.5525353246,0.18182981007200003,F,i,AB,DECam,,2017ApJ...848L..17C
GW170817,57987.98297999999,20.793940388,0.24245540833600002,F,r,AB,DECam,,2017ApJ...848L..17C
GW170817,57987.99,22.507,0.122,F,g,AB,OmegaCam,VST,2017arXiv171005858P
GW170817,57987.990237800004,22.0337508274,0.422551036617,F,g,AB,DECam,,2017ApJ...848L..17C
GW170817,57988.0000,17.84,0.20,F,H,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57988.0000,18.33,0.10,F,Y,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57988.0020,20.27,0.12,F,i,AB,Swope,Swope,"2017Sci...358.1570D,2017ApJ...851L..21V"
GW170817,57988.02,20.740,0.030,F,r,AB,XS,VLT,2017arXiv171005858P
GW170817,57988.02,19.160,0.030,F,z,AB,XS,VLT,2017arXiv171005858P
GW170817,57988.23354,18.95,0.44,F,y,AB,PS1,PAN-STARRS,2017arXiv171005841S
GW170817,57988.358519,20.95,0.07,F,R,AB,,SSO,2017arXiv171005433T
GW170817,57988.368519,19.99,0.14,F,I,AB,,SSO,2017arXiv171005433T
GW170817,57988.438319,19.50,,T,B,AB,UVOT,Swift,2017arXiv171005437E
GW170817,57988.444619,18.54,,T,V,AB,UVOT,Swift,2017arXiv171005437E
GW170817,57988.48055556,20.6,,T,r,AB,zadko,zadko,2017arXiv171005846A
GW170817,57988.728519,20.31,0.11,F,I,AB,,SAAO,2017arXiv171005433T
GW170817,57988.729,18.12,0.04,F,H,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57988.729,18.60,0.18,F,H,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57988.729,18.36,0.05,F,J,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57988.729,18.65,0.19,F,J,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57988.729,17.69,0.03,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57988.729,18.01,0.10,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57988.97,20.329,0.089,F,i,AB,OmegaCam,VST,2017arXiv171005858P
GW170817,57988.974281300005,19.0624107404,0.306419801087,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57988.979,8.26,,T,J8.9,AB,VISIR,VLT,2017arXiv171005436K
GW170817,57988.98,20.142,0.072,F,I,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57988.98,21.310,0.075,F,r,AB,OmegaCam,VST,2017arXiv171005858P
GW170817,57988.98,19.627,0.039,F,z,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57988.9853815,20.9476144582,0.35244854605599996,F,r,AB,DECam,,2017ApJ...848L..17C
GW170817,57988.989,17.84,0.03,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57988.99624090001,22.0821886958,0.515485013851,F,g,AB,DECam,,2017ApJ...848L..17C
GW170817,57988.999,18.74,0.04,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57988.999,18.71,0.04,F,Y,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57989.00,21.268,0.106,F,R,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57989.02,23.807,0.251,F,B,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57989.02,22.361,0.158,F,V,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57989.23024,19.31,0.43,F,y,AB,PS1,PAN-STARRS,2017arXiv171005841S
GW170817,57989.2344,20.83,0.09,F,I,AB,LRIS,Keck,2017Sci...358.1570D
GW170817,57989.2347,22.20,,T,g,AB,LRIS,Keck,2017Sci...358.1570D
GW170817,57989.368519,20.39,0.12,F,I,AB,,SSO,2017arXiv171005433T
GW170817,57989.699,18.51,0.05,F,H,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57989.699,18.53,0.17,F,H,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57989.699,18.95,0.32,F,J,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57989.699,18.98,0.08,F,J,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57989.699,17.95,0.04,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57989.699,18.02,0.12,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57989.728519,20.89,0.13,F,I,AB,,SAAO,2017arXiv171005433T
GW170817,57989.769,19.06,0.01,F,F110W,AB,WFC3_IR,HST,2017ApJ...848L..27T
GW170817,57989.770519,19.372,0.045,F,F110W,AB,WFC3,HST,2017arXiv171005433T
GW170817,57989.96609953704,18.790000000000006,0.14,F,H,AB,Gemini,,2017ApJ...848L..17C
GW170817,57989.969,18.06,0.17,F,K,AB,ANDICAM,CTIO1.3m,2017arXiv171005436K
GW170817,57989.9698,19.87,0.07,F,z,AB,LDSS,Magellan,2017Sci...358.1570D
GW170817,57989.973353199995,19.4392828251,0.048663627568900004,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57989.979,17.95,0.04,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57989.979392299996,19.8866873692,0.0483324550366,F,z,AB,DECam,,2017ApJ...848L..17C
GW170817,57989.9818097,20.5421156049,0.0505708603034,F,i,AB,DECam,,2017ApJ...848L..17C
GW170817,57989.981846,20.37,,F,I,Vega,LDSS,Magellan,2017Sci...358.1574S
GW170817,57989.981846,21.44,0.20,F,i,AB,LDSS,Magellan,2017Sci...358.1574S
GW170817,57989.981846,19.91,0.07,F,z,AB,LDSS,Magellan,2017Sci...358.1574S
GW170817,57989.98317,18.74,0.06,F,H,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.98317,19.26,0.28,F,J,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.98317,18.04,0.12,F,K,AB,GROND,LaSilla,"2017arXiv171011576V,2017arXiv171005841S"
GW170817,57989.98317,20.5,,T,g,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.98317,20.5,,T,i,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.98317,20.6,,T,r,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.98317,19.7,,T,z,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57989.986635,21.2261086792,0.10735256836110002,F,r,AB,DECam,,2017ApJ...848L..17C
GW170817,57989.989,19.07,0.08,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57989.9897,21.42,0.18,F,i,AB,Swope,Swope,2017Sci...358.1570D
GW170817,57989.9900,18.99,0.04,F,J,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57989.99559028,21.0,,T,r,AB,,RC-1000,2017arXiv171005448P
GW170817,57989.9974806,23.2762307856,0.343197160673,F,g,AB,DECam,,2017ApJ...848L..17C
GW170817,57989.999,19.24,0.07,F,Y,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57990.004,20.89,,T,r,AB,,Prompt5,2017ApJ...848L..24V
GW170817,57990.0302,23.85,0.31,F,B,AB,LDSS,Magellan,2017Sci...358.1570D
GW170817,57990.038519,20.91,0.03,F,i,AB,,Gemini,2017arXiv171005433T
GW170817,57990.038519,21.74,0.04,F,r,AB,,Gemini,2017arXiv171005433T
GW170817,57990.229,20.21,0.04,F,z,AB,HSC,Subaru,2017arXiv171005848U
GW170817,57990.22962,18.9,,T,y,AB,PS1,PAN-STARRS,2017arXiv171005841S
GW170817,57990.584519,22.494,0.17,F,F606W,AB,,HST,2017arXiv171005433T
GW170817,57990.645,23.14,0.02,F,F475W,AB,WFC3_UVIS,HST,2017ApJ...848L..27T
GW170817,57990.646519,23.664,0.42,F,F475W,AB,,HST,2017arXiv171005433T
GW170817,57990.96775,19.26,0.26,F,H,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.96775,19.64,0.11,F,J,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.96775,18.35,0.16,F,K,AB,GROND,LaSilla,"2017arXiv171011576V,2017arXiv171005841S"
GW170817,57990.96775,22.2,,T,g,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.96775,21.1,,T,i,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.96775,21.7,,T,r,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.96775,21.5,,T,z,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57990.972,20.28,0.03,F,z,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57990.9720,20.40,0.07,F,z,AB,LDSS,Magellan,2017Sci...358.1570D
GW170817,57990.97316159999,20.0552378993,0.06912661997639999,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57990.979,19.69,0.09,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57990.979,18.44,0.18,F,K,AB,ANDICAM,CTIO1.3m,2017arXiv171005436K
GW170817,57990.979,18.25,0.03,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57990.97993,21.0,,T,g,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57990.97993,21.1,,T,i,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57990.97993,21.4,,T,r,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57990.97993,20.4,,T,z,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57990.98,19.22,0.18,F,H,AB,Gemini,,2017ApJ...848L..17C
GW170817,57990.98282309999,20.3992008192,0.0570039787715,F,z,AB,DECam,,2017ApJ...848L..17C
GW170817,57990.987654799996,20.7238575438,0.057474359032,F,i,AB,DECam,,2017ApJ...848L..17C
GW170817,57990.989,19.67,0.09,F,Y,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57990.989,21.75,0.05,F,r,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57990.99,21.133,0.119,F,I,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57990.99,20.606,0.092,F,z,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57990.997287900005,21.951982115,0.179983800721,F,r,AB,DECam,,2017ApJ...848L..17C
GW170817,57991.0000,19.30,0.10,F,J,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57991.00,22.501,0.240,F,R,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57991.004,20.37,,T,r,AB,,Prompt5,2017ApJ...848L..24V
GW170817,57991.01,23.152,0.256,F,V,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57991.0340,22.64,,T,g,AB,LDSS,Magellan,2017Sci...358.1570D
GW170817,57991.709,18.83,0.23,F,H,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57991.709,18.90,0.09,F,H,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57991.709,18.87,,T,J,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57991.709,19.32,0.08,F,J,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57991.709,18.25,0.21,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57991.709,18.34,0.06,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57991.956,19.600,0.06,F,F160W,AB,WFC3_IR,HST,2017ApJ...848L..27T
GW170817,57991.956519,19.769,0.074,F,F160W,AB,,HST,2017arXiv171005433T
GW170817,57991.959,19.68,0.08,F,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57991.959,20.57,0.20,F,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57991.959,18.50,0.08,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57991.969,18.43,0.17,F,K,AB,ANDICAM,CTIO1.3m,2017arXiv171005436K
GW170817,57991.96940,19.66,0.14,F,H,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57991.96940,20.23,0.10,F,J,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57991.96940,18.46,0.20,F,K,AB,GROND,LaSilla,"2017arXiv171011576V,2017arXiv171005841S"
GW170817,57991.9700,19.21,0.05,F,H,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57991.974,20.85,0.04,F,z,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57991.974217999996,20.7763902728,0.10555911945710002,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57991.97770833332,19.62,0.15,F,H,AB,Gemini,,2017ApJ...848L..17C
GW170817,57991.979,20.06,0.14,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57991.979,18.49,0.05,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57991.989,20.09,0.14,F,Y,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57991.989,19.90,,T,r,AB,,Prompt5,2017ApJ...848L..24V
GW170817,57991.989,22.20,0.04,F,r,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57991.991,20.69,0.11,F,z,AB,FORS,VLT,2017ApJ...848L..27T
GW170817,57991.9944411,21.188377312100002,0.0697123513511,F,z,AB,DECam,,2017ApJ...848L..17C
GW170817,57991.99966980001,21.3695098621,0.05655135454599999,F,i,AB,DECam,,2017ApJ...848L..17C
GW170817,57992.099,17.99,,T,Ks,AB,NICFPS,APO,2017arXiv171005436K
GW170817,57992.119,17.64,,T,Ks,AB,WHIRC,Palomar5m,2017arXiv171005436K
GW170817,57992.2819,20.5723,0.04,F,F110W,AB,WFC3_IR,HST,2017ApJ...848L..17C
GW170817,57992.2965,19.886300000000002,0.04,F,F160W,AB,WFC3_IR,HST,2017ApJ...848L..17C
GW170817,57992.3478,26.918000000000003,0.27,F,F336W,AB,WFC3_UVIS1,HST,2017ApJ...848L..17C
GW170817,57992.4335,23.955,0.06,F,F475W,AB,ACS_WFC,HST,2017ApJ...848L..17C
GW170817,57992.498,22.883000000000003,0.07,F,F625W,AB,ACS_WFC,HST,2017ApJ...848L..17C
GW170817,57992.5606,22.346,0.08,F,F775W,AB,ACS_WFC,HST,2017ApJ...848L..17C
GW170817,57992.5732,21.527,0.05,F,F850W,AB,ACS_WFC,HST,2017ApJ...848L..17C
GW170817,57992.959,18.77,0.07,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57992.969,19.63,0.08,F,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57992.969,21.33,0.30,F,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57992.969,18.91,0.19,F,K,AB,ANDICAM,CTIO1.3m,2017arXiv171005436K
GW170817,57992.9746958,21.6704354446,0.206240207261,F,Y,AB,DECam,,2017ApJ...848L..17C
GW170817,57992.97527,21.02,0.22,F,J,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57992.977893518524,18.43,0.25,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57992.979,18.74,0.06,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57992.98,22.014,0.214,F,z,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57992.98133101853,20.040000000000006,0.15,F,H,AB,Gemini,,2017ApJ...848L..17C
GW170817,57992.9840,19.34,0.09,F,H,AB,RetroCam,du Pont,2017Sci...358.1570D
GW170817,57992.9867745,22.0612285601,0.128558273522,F,z,AB,DECam,,2017ApJ...848L..17C
GW170817,57992.989,20.94,0.35,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57992.989,22.45,0.07,F,r,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57992.99,22.052,0.289,F,I,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57993.000021399996,22.3838801057,0.10300494606739999,F,i,AB,DECam,,2017ApJ...848L..17C
GW170817,57993.01,23.379,0.277,F,R,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57993.01,23.761,0.280,F,V,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57993.01593,20.17,0.34,F,H,AB,GROND,LaSilla,2017arXiv171005841S
GW170817,57993.01593,18.71,0.22,F,K,AB,GROND,LaSilla,"2017arXiv171011576V,2017arXiv171005841S"
GW170817,57993.079,20.82,0.02,F,F110W,AB,WFC3_IR,HST,2017ApJ...848L..27T
GW170817,57993.081519,21.371,0.119,F,F110W,AB,WFC3,HST,2017arXiv171005433T
GW170817,57993.148,20.279,0.09,F,F160W,AB,WFC3_IR,HST,2017ApJ...848L..27T
GW170817,57993.148519,20.454,0.1,F,F160W,AB,,HST,2017arXiv171005433T
GW170817,57993.38695602,19.36,,T,r,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57993.38834491,19.53,,T,g,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57993.39990741,19.39,,T,r,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57993.40130787,19.50,,T,g,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57993.699,18.43,,T,H,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57993.699,19.53,0.21,F,H,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57993.699,18.37,,T,J,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57993.699,18.48,,T,Ks,AB,SIRIUS,IRSF,2017arXiv171005436K
GW170817,57993.699,18.64,0.12,F,Ks,AB,SIRIUS,IRSF,2017arXiv171005848U
GW170817,57993.813519,23.77,0.375,F,F606W,AB,,HST,2017arXiv171005433T
GW170817,57993.829,24.08,0.05,F,F475W,AB,WFC3_UVIS,HST,2017ApJ...848L..27T
GW170817,57993.836519,24.747,0.695,F,F475W,AB,,HST,2017arXiv171005433T
GW170817,57993.94,23.96,0.05,F,F475W,AB,WFC3_UVIS,HST,2017ApJ...848L..27T
GW170817,57993.947519,24.555,0.639,F,F475W,AB,,HST,2017arXiv171005433T
GW170817,57993.957,22.32,0.02,F,F814W,AB,WFC3_UVIS,HST,2017ApJ...848L..27T
GW170817,57993.958519,22.584,0.339,F,F814W,AB,,HST,2017arXiv171005433T
GW170817,57993.96019,20.05,0.20,F,H,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57993.967519,23.665,0.357,F,F606W,AB,,HST,2017arXiv171005433T
GW170817,57993.969,23.09,0.03,F,F606W,AB,WFC3_UVIS,HST,2017ApJ...848L..27T
GW170817,57993.969,19.11,,T,K,AB,ANDICAM,CTIO1.3m,2017arXiv171005436K
GW170817,57993.978519,18.99,0.05,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,57993.979,19.41,0.09,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57993.98,22.815,0.471,F,z,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57993.983344907414,19.03,0.17,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57993.988519,20.24,0.18,F,H,AB,,Gemini,2017arXiv171005433T
GW170817,57993.988519,20.35,0.12,F,J,AB,,Gemini,2017arXiv171005433T
GW170817,57993.989,20.63,,T,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57993.989,21.07,,T,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57993.989,21.16,0.40,F,J,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57993.9970,19.64,0.14,F,H,AB,SOFI,NTT,2017Sci...358.1570D
GW170817,57994.00,23.000,0.309,F,I,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57994.029,26.04,,T,F225W,AB,WFC3_UVIS,HST,2017arXiv171005436K
GW170817,57994.029,26.13,,T,F275W,AB,WFC3_UVIS,HST,2017arXiv171005436K
GW170817,57994.029,26.37,,T,F336W,AB,WFC3_UVIS,HST,2017arXiv171005436K
GW170817,57994.9620,19.36,0.09,F,Ks,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,57994.969,19.44,0.08,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57994.969,23.12,0.31,F,r,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57994.975451388884,19.42,0.16,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57994.978519,20.57,0.19,F,H,AB,,Gemini,2017arXiv171005433T
GW170817,57994.978519,19.46,0.04,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,57994.979,20.99,0.21,F,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57994.9850,19.32,0.09,F,Ks,AB,SOFI,NTT,2017Sci...358.1570D
GW170817,57994.989,21.55,,T,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57994.989,19.34,0.08,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57995.38811343,19.36,,T,g,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57995.38949074,19.32,,T,r,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57995.40107639,19.24,,T,g,AB,skymapper,skymapper,2017arXiv171005846A
GW170817,57995.959,19.84,0.09,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57995.96075,19.67,0.14,F,K,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,57995.9620,20.50,,T,H,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,57995.969,22.30,0.28,F,z,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,57995.969733796286,19.63,0.23,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57995.9780,19.52,0.09,F,Ks,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,57995.978519,21.01,0.14,F,H,AB,,Gemini,2017arXiv171005433T
GW170817,57995.979,21.48,0.30,F,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57995.989,21.94,,T,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57995.9900,19.43,0.09,F,Ks,AB,SOFI,NTT,2017Sci...358.1570D
GW170817,57996.799,19.35,0.04,F,Ks,AB,MOIRCS,Subaru,2017arXiv171005848U
GW170817,57996.959,20.06,0.10,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57996.969,7.74,,T,J8.9,AB,VISIR,VLT,2017arXiv171005436K
GW170817,57996.974432870375,19.9,0.21,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57996.978519,19.93,0.03,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,57996.98,23.342,0.368,F,z,AB,FORS2,VLT,2017arXiv171005858P
GW170817,57996.989,20.02,0.13,F,Ks,AB,VIRCAM,VISTA,2017ApJ...848L..27T
GW170817,57996.999,21.63,0.36,F,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57997.009,23.20,,T,i,AB,GMOS,Gemini-S,2017arXiv171005436K
GW170817,57997.799,19.97,0.05,F,Ks,AB,MOIRCS,Subaru,2017arXiv171005848U
GW170817,57997.969,7.57,,T,J8.9,AB,VISIR,VLT,2017arXiv171005436K
GW170817,57997.9697,20.23,0.10,F,Ks,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,57997.97565972223,20.13,0.25,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57997.978519,20.06,0.05,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,57997.979,20.43,0.13,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57998.029,23.40,,T,i,AB,GMOS,Gemini-S,2017arXiv171005436K
GW170817,57998.97474537037,20.43,0.30000000000000004,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,57998.978519,20.31,0.08,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,57998.979,20.95,0.18,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,57998.999,21.18,,T,r,AB,GMOS,Gemini-S,2017arXiv171005436K
GW170817,57999.979,20.77,0.13,F,Ks,AB,HAWKI,VLT,2017ApJ...848L..27T
GW170817,57999.989,19.92,,T,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58000.008519,20.61,0.09,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,58000.009,21.98,,T,r,AB,GMOS,Gemini-S,2017arXiv171005436K
GW170817,58000.9600,20.81,0.13,F,Ks,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,58000.96635,20.76,0.35,F,K,AB,EFOSC2,NTT,2017arXiv171005841S
GW170817,58000.97829861112,20.84,0.26,F,K,AB,Gemini,,2017ApJ...848L..17C
GW170817,58000.979,21.04,0.09,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58000.9900,20.93,0.17,F,Ks,AB,FourStar,Magellan,2017Sci...358.1570D
GW170817,58000.999,21.90,,T,i,AB,GMOS,Gemini-S,2017arXiv171005436K
GW170817,58001.988519,20.85,0.13,F,Ks,AB,,Gemini,2017arXiv171005433T
GW170817,58001.989,21.23,0.37,F,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58001.992,23.37,0.48,F,z,AB,VIMOS,VLT,2017ApJ...848L..27T
GW170817,58002.979,21.22,,T,H,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58002.979,7.42,,T,J8.9,AB,VISIR,VLT,2017arXiv171005436K
GW170817,58003.969,21.46,0.08,F,Ks,AB,HAWKI,VLT,2017ApJ...848L..27T
GW170817,58003.989,21.48,,T,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58007.969,22.06,0.22,F,Ks,AB,HAWKI,VLT,2017ApJ...848L..27T
GW170817,58007.989,20.21,,T,J,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58010.969,19.96,,T,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
GW170817,58011.969,20.60,,T,Ks,AB,FLAMINGOS-2,Gemini-S,2017arXiv171005436K
